fruit,aspect,color
2,1.392121587,26.05051191
2,1.149041153,19.05709216
2,1.321962515,24.25755722
2,1.053598936,23.36824704
2,1.214315859,25.07247157
2,1.270002856,32.98117824
2,1.126202533,32.49252654
2,1.168512067,33.12589473
2,1.182303411,23.3660285
2,1.249143407,24.52782887
2,1.235508716,38.60275658
2,1.231198881,28.33963205
2,1.089294321,28.02587655
2,1.167211582,20.38095954
2,1.326195942,24.17994754
2,1.339540002,25.97924795
2,1.332973318,33.432157
2,1.265960939,21.65236391
2,1.034122428,26.82615373
2,1.204695076,23.21797973
2,1.124931374,31.90596111
2,1.231539739,10.02680531
2,1.161610975,31.80749594
3,1.304713557,34.83184607
3,1.15468014,40.83424813
3,1.634802679,40.57825838
3,1.324750246,39.86513266
3,1.304850991,37.22702304
3,1.307141671,45.28884458
3,1.35720481,57.04627619
3,0.993174363,47.70664748
3,0.859412139,51.40921599
3,1.54096163,48.01253798
3,1.30951693,59.22250658
3,1.52909316,38.2393652
3,1.16806557,45.77722289
3,1.103011256,54.86601389
3,0.928790356,49.58239078
3,1.138825577,43.87888344
3,1.415169819,52.28584397
3,1.01057443,46.12751795
3,1.57913762,47.57314604
3,1.2037668,39.37544596
3,1.394816779,46.02656624
3,1.460201136,47.81846488
3,1.240278038,48.22225663
3,1.546070898,43.1493858
3,1.261224172,46.19298772
3,1.418677194,40.18734023
3,1.562188525,44.28157013
3,0.87297,49.07514807
3,1.621929059,47.53300164
3,1.346700183,42.52437625
3,1.566101581,40.22745758
3,1.360028801,46.6352334
3,1.245024259,45.0582966
3,1.528169816,52.15298894
3,1.296300676,47.00662244
3,1.467851884,48.6449554
3,1.290175113,45.89227821
3,1.088173977,53.22518233
3,1.435121601,44.66723746
3,1.353017107,39.66416708
3,1.368783947,55.96574593
3,1.711531033,45.72527294
3,1.25557139,50.27310903
3,0.913208309,38.15433601
3,1.377132773,41.39694757
3,1.215831065,59.62940818
3,1.489335467,43.20251116
3,1.21161776,54.86092084
3,0.972657823,46.09976807
3,1.371171859,40.9946813
3,1.31966251,37.72492598
3,1.899778769,45.93691678
3,1.301019347,48.40908192
3,1.762746082,56.15931794
3,1.612466183,41.49039604
3,1.545203195,50.23030254
3,1.572707035,41.55994416
3,1.136491499,49.03004608
3,1.464911446,49.00033426
3,1.242566009,44.11064434
3,1.055925705,42.41847804
3,1.36271728,45.88759676
3,1.346938924,55.00735897
3,1.372036795,45.80436011
3,1.13406823,51.46499424
3,1.499855426,45.77639843
3,0.892882966,48.54479421
3,1.132803527,50.53004427
3,0.910761304,50.60988116
3,1.541466295,45.33451491
3,0.949541784,43.64232827
3,1.358560781,37.59070852
3,1.188742646,44.91599258
3,1.273560917,49.56176704
3,1.20786262,54.13207588
3,1.464044811,50.36570524
3,1.200873296,45.74921212
3,1.090535361,38.65303732
3,0.989717538,53.21597968
3,1.15523543,47.46922174
3,1.278384784,39.83701501
3,0.940111785,46.77916974
3,1.244486672,45.00450545
3,1.246901723,38.2113696
3,1.395767761,51.2007844
3,1.430768905,42.26607971
3,1.624196371,35.22719661
3,1.468826106,49.82626569
3,1.45958859,45.52666179
3,1.76535145,48.7548549
3,1.190464416,45.12092259
3,1.399060002,52.11753231
3,1.172135039,45.64574277
3,1.244203098,46.90003902
3,1.148531643,50.4436587
3,1.180030755,51.90743513
3,1.534103759,39.64681479
3,1.430638456,39.75451117
3,1.154246985,42.49627411
3,1.585026323,41.14929536
3,1.241589713,43.82609312
3,1.167072375,34.30709162
3,1.341772089,44.14019553
3,1.49783333,49.89429376
